polygon_id,vertex_index,x,y,max_speed
1,1,-8.08,-4.890000000000001,10.0
1,2,-8.110000000000001,4.4399999999999995,10.0
1,3,7.699999999999999,4.379999999999999,10.0
1,4,7.699999999999999,-4.98,10.0
