polygon_id,vertex_index,x,y,algorithm
1,1,4.02,-4.32,pure_pursuit
1,2,4.289999999999999,-0.48,pure_pursuit
1,3,-1.3200000000000003,-0.20999999999999996,pure_pursuit
1,4,-1.9200000000000008,-3.45,pure_pursuit
