polygon_id,vertex_index,x,y,max_speed
1,1,-6.81,2.3200000000000003,3.0
1,2,-5.52,4.24,3.0
1,3,-2.2200000000000006,2.0500000000000007,3.0
1,4,-3.2699999999999996,0.7300000000000004,3.0
